freq=960.00Hz 
type, time, id, pos_x, pos_y, pos_z, rot_w, rot_x, rot_y, rot_z, cond
M, 106441667, 6, -152.792175, 811.594360, -163.469818, 1, 0, 0, 0, 4.00
M, 106441667, 7, -130.003387, 811.065186, -167.774460, 1, 0, 0, 0, 4.00
M, 106442708, 0, -313.129730, 818.575500, -181.396088, 1, 0, 0, 0, 4.00
M, 106442708, 1, -240.794647, 809.922180, -165.875580, 1, 0, 0, 0, 3.72
M, 106442708, 2, -316.191986, 816.986450, -223.963150, 1, 0, 0, 0, 4.00
M, 106442708, 3, -211.818741, 810.037109, -161.414703, 1, 0, 0, 0, 4.00
M, 106442708, 4, -268.278381, 816.384460, -174.972488, 1, 0, 0, 0, 4.00
M, 106442708, 5, -176.451645, 810.655212, -162.376694, 1, 0, 0, 0, 3.34
M, 106442708, 6, -152.790390, 811.595459, -163.468109, 1, 0, 0, 0, 4.00
M, 106442708, 7, -130.002289, 811.065369, -167.773743, 1, 0, 0, 0, 4.00
M, 106443750, 0, -313.128906, 818.574951, -181.396118, 1, 0, 0, 0, 4.00
M, 106443750, 1, -240.796997, 809.916199, -165.874680, 1, 0, 0, 0, 4.00
M, 106443750, 2, -316.175659, 816.984253, -223.955978, 1, 0, 0, 0, 3.55
M, 106443750, 3, -211.817276, 810.036743, -161.413330, 1, 0, 0, 0, 4.00
M, 106443750, 4, -268.278076, 816.384583, -174.972168, 1, 0, 0, 0, 4.00
M, 106443750, 5, -176.451111, 810.654785, -162.373001, 1, 0, 0, 0, 4.00
M, 106443750, 6, -152.792389, 811.602722, -163.468353, 1, 0, 0, 0, 3.52
M, 106443750, 7, -130.001205, 811.065613, -167.773026, 1, 0, 0, 0, 4.00
M, 106444792, 0, -313.128052, 818.574524, -181.396210, 1, 0, 0, 0, 4.00
M, 106444792, 1, -240.796402, 809.915955, -165.874146, 1, 0, 0, 0, 4.00
M, 106444792, 2, -316.177795, 816.985229, -223.956421, 1, 0, 0, 0, 4.00
M, 106444792, 3, -211.813644, 810.045349, -161.409576, 1, 0, 0, 0, 3.79
M, 106444792, 4, -268.277832, 816.384705, -174.971893, 1, 0, 0, 0, 4.00
M, 106444792, 5, -176.451111, 810.655396, -162.372070, 1, 0, 0, 0, 4.00
M, 106444792, 6, -152.790024, 811.602661, -163.466385, 1, 0, 0, 0, 4.00
M, 106444792, 7, -129.993042, 811.080566, -167.769806, 1, 0, 0, 0, 3.07
M, 106445833, 0, -313.128479, 818.582092, -181.398148, 1, 0, 0, 0, 3.68
M, 106445833, 1, -240.795776, 809.915649, -165.873611, 1, 0, 0, 0, 4.00
M, 106445833, 2, -316.175415, 816.985474, -223.955078, 1, 0, 0, 0, 4.00
M, 106445833, 3, -211.812576, 810.043701, -161.408630, 1, 0, 0, 0, 4.00
M, 106445833, 4, -268.286407, 816.384399, -174.984894, 1, 0, 0, 0, 3.37
M, 106445833, 5, -176.451111, 810.656067, -162.371185, 1, 0, 0, 0, 4.00
M, 106445833, 6, -152.788712, 811.604309, -163.464920, 1, 0, 0, 0, 4.00
M, 106445833, 7, -129.993164, 811.078308, -167.769516, 1, 0, 0, 0, 4.00
M, 106446875, 0, -313.127472, 818.580200, -181.397903, 1, 0, 0, 0, 4.00
M, 106446875, 1, -240.812790, 809.902832, -165.875839, 1, 0, 0, 0, 3.72
M, 106446875, 2, -316.173218, 816.985779, -223.953766, 1, 0, 0, 0, 4.00
M, 106446875, 3, -211.810867, 810.044312, -161.406952, 1, 0, 0, 0, 4.00
M, 106446875, 4, -268.284637, 816.384521, -174.982391, 1, 0, 0, 0, 4.00
M, 106446875, 5, -176.444702, 810.658203, -162.378922, 1, 0, 0, 0, 3.34
M, 106446875, 6, -152.787354, 811.606079, -163.463470, 1, 0, 0, 0, 4.00
M, 106446875, 7, -129.991287, 811.080261, -167.768494, 1, 0, 0, 0, 4.00
M, 106447917, 0, -313.126740, 818.580444, -181.398178, 1, 0, 0, 0, 4.00
M, 106447917, 1, -240.809341, 809.904602, -165.874863, 1, 0, 0, 0, 4.00
M, 106447917, 2, -316.197754, 816.965149, -223.966553, 1, 0, 0, 0, 3.55
M, 106447917, 3, -211.809174, 810.044861, -161.405350, 1, 0, 0, 0, 4.00
M, 106447917, 4, -268.285339, 816.384644, -174.983521, 1, 0, 0, 0, 4.00
M, 106447917, 5, -176.445740, 810.658569, -162.376602, 1, 0, 0, 0, 4.00
M, 106447917, 6, -152.798370, 811.592102, -163.477951, 1, 0, 0, 0, 3.52
M, 106447917, 7, -129.989410, 811.082092, -167.767517, 1, 0, 0, 0, 4.00
M, 106448958, 0, -313.126038, 818.580811, -181.398438, 1, 0, 0, 0, 4.00
M, 106448958, 1, -240.810654, 809.902893, -165.874619, 1, 0, 0, 0, 4.00
M, 106448958, 2, -316.191101, 816.968872, -223.962860, 1, 0, 0, 0, 4.00
M, 106448958, 3, -211.828964, 810.033325, -161.415024, 1, 0, 0, 0, 3.79
M, 106448958, 4, -268.286072, 816.384644, -174.984650, 1, 0, 0, 0, 4.00
M, 106448958, 5, -176.445023, 810.659424, -162.376663, 1, 0, 0, 0, 4.00
M, 106448958, 6, -152.794983, 811.596375, -163.473831, 1, 0, 0, 0, 4.00
M, 106448958, 7, -130.006454, 811.067383, -167.779221, 1, 0, 0, 0, 3.07
M, 106450000, 0, -313.131165, 818.598083, -181.371262, 1, 0, 0, 0, 3.68
M, 106450000, 1, -240.811966, 809.901184, -165.874374, 1, 0, 0, 0, 4.00
M, 106450000, 2, -316.191742, 816.966980, -223.963074, 1, 0, 0, 0, 4.00
M, 106450000, 3, -211.823715, 810.036133, -161.411514, 1, 0, 0, 0, 4.00
M, 106450000, 4, -268.285278, 816.393616, -174.982208, 1, 0, 0, 0, 3.37
M, 106450000, 5, -176.444305, 810.660339, -162.376724, 1, 0, 0, 0, 4.00
M, 106450000, 6, -152.794983, 811.596436, -163.474106, 1, 0, 0, 0, 4.00
M, 106450000, 7, -130.001450, 811.071960, -167.776123, 1, 0, 0, 0, 4.00
M, 106451042, 0, -313.129547, 818.595581, -181.376114, 1, 0, 0, 0, 4.00
M, 106451042, 1, -240.808746, 809.920410, -165.883438, 1, 0, 0, 0, 3.72
M, 106451042, 2, -316.192352, 816.965027, -223.963272, 1, 0, 0, 0, 4.00
M, 106451042, 3, -211.824310, 810.035583, -161.411133, 1, 0, 0, 0, 4.00
M, 106451042, 4, -268.286194, 816.392273, -174.983932, 1, 0, 0, 0, 4.00
M, 106451042, 5, -176.449020, 810.649902, -162.373199, 1, 0, 0, 0, 3.34
M, 106451042, 6, -152.794983, 811.596436, -163.474365, 1, 0, 0, 0, 4.00
M, 106451042, 7, -130.001678, 811.071960, -167.776520, 1, 0, 0, 0, 4.00
M, 106452083, 0, -313.129486, 818.597778, -181.373352, 1, 0, 0, 0, 4.00
M, 106452083, 1, -240.810791, 809.915344, -165.881714, 1, 0, 0, 0, 4.00
M, 106452083, 2, -316.205200, 816.961365, -223.971924, 1, 0, 0, 0, 3.98
M, 106452083, 3, -211.824966, 810.034912, -161.410706, 1, 0, 0, 0, 4.00
M, 106452083, 4, -268.286713, 816.393188, -174.984650, 1, 0, 0, 0, 4.00
M, 106452083, 5, -176.447403, 810.652588, -162.373856, 1, 0, 0, 0, 4.00
M, 106452083, 6, -152.795273, 811.599915, -163.479462, 1, 0, 0, 0, 3.52
M, 106452083, 7, -130.001892, 811.071960, -167.776901, 1, 0, 0, 0, 4.00
M, 106453125, 0, -313.129425, 818.599915, -181.370636, 1, 0, 0, 0, 4.00
M, 106453125, 1, -240.811661, 809.916016, -165.882492, 1, 0, 0, 0, 4.00
M, 106453125, 2, -316.203796, 816.959717, -223.970734, 1, 0, 0, 0, 4.00
M, 106453125, 3, -211.821121, 810.056213, -161.410538, 1, 0, 0, 0, 3.79
M, 106453125, 4, -268.287262, 816.394287, -174.985428, 1, 0, 0, 0, 4.00
M, 106453125, 5, -176.447296, 810.652100, -162.373505, 1, 0, 0, 0, 4.00
M, 106453125, 6, -152.795181, 811.599487, -163.478867, 1, 0, 0, 0, 4.00
M, 106453125, 7, -130.008209, 811.079834, -167.774643, 1, 0, 0, 0, 3.07
M, 106454167, 0, -313.129303, 818.598755, -181.396057, 1, 0, 0, 0, 3.57
M, 106454167, 1, -240.812439, 809.916626, -165.883270, 1, 0, 0, 0, 4.00
M, 106454167, 2, -316.205811, 816.957397, -223.971863, 1, 0, 0, 0, 4.00
M, 106454167, 3, -211.822586, 810.051819, -161.410141, 1, 0, 0, 0, 4.00
M, 106454167, 4, -268.270081, 816.391418, -174.970169, 1, 0, 0, 0, 3.37
M, 106454167, 5, -176.447235, 810.651489, -162.373199, 1, 0, 0, 0, 4.00
M, 106454167, 6, -152.795212, 811.599792, -163.479706, 1, 0, 0, 0, 4.00
M, 106454167, 7, -130.007401, 811.078552, -167.775436, 1, 0, 0, 0, 4.00
M, 106455208, 0, -313.129242, 818.601501, -181.388672, 1, 0, 0, 0, 4.00
M, 106455208, 1, -240.821609, 809.912231, -165.884659, 1, 0, 0, 0, 3.72
M, 106455208, 2, -316.207825, 816.955261, -223.972992, 1, 0, 0, 0, 4.00
M, 106455208, 3, -211.822769, 810.053528, -161.409821, 1, 0, 0, 0, 4.00
M, 106455208, 4, -268.273560, 816.393066, -174.973541, 1, 0, 0, 0, 4.00
M, 106455208, 5, -176.442642, 810.675964, -162.376511, 1, 0, 0, 0, 3.34
M, 106455208, 6, -152.795273, 811.600220, -163.480515, 1, 0, 0, 0, 4.00
M, 106455208, 7, -130.008240, 811.079468, -167.775528, 1, 0, 0, 0, 4.00
M, 106456250, 0, -313.129211, 818.603394, -181.388992, 1, 0, 0, 0, 4.00
M, 106456250, 1, -240.821106, 809.913452, -165.885406, 1, 0, 0, 0, 4.00
M, 106456250, 2, -316.204376, 816.970764, -223.975281, 1, 0, 0, 0, 3.55
M, 106456250, 3, -211.822968, 810.055176, -161.409454, 1, 0, 0, 0, 4.00
M, 106456250, 4, -268.272125, 816.393555, -174.972549, 1, 0, 0, 0, 4.00
M, 106456250, 5, -176.443329, 810.671387, -162.375626, 1, 0, 0, 0, 4.00
M, 106456250, 6, -152.791702, 811.611023, -163.478989, 1, 0, 0, 0, 3.52
M, 106456250, 7, -130.009109, 811.080383, -167.775620, 1, 0, 0, 0, 4.00
M, 106457292, 0, -313.129150, 818.605286, -181.389343, 1, 0, 0, 0, 4.00
M, 106457292, 1, -240.822861, 809.913574, -165.886246, 1, 0, 0, 0, 4.00
M, 106457292, 2, -316.207184, 816.965637, -223.976151, 1, 0, 0, 0, 4.00
M, 106457292, 3, -211.845825, 810.041260, -161.425491, 1, 0, 0, 0, 3.79
M, 106457292, 4, -268.270691, 816.394348, -174.971542, 1, 0, 0, 0, 4.00
M, 106457292, 5, -176.442734, 810.673706, -162.375671, 1, 0, 0, 0, 4.00
M, 106457292, 6, -152.792297, 811.609680, -163.480118, 1, 0, 0, 0, 4.00
M, 106457292, 7, -130.006989, 811.076965, -167.783875, 1, 0, 0, 0, 3.07
M, 106458333, 0, -313.135681, 818.590332, -181.392715, 1, 0, 0, 0, 3.57
M, 106458333, 1, -240.824600, 809.913574, -165.887085, 1, 0, 0, 0, 4.00
M, 106458333, 2, -316.208557, 816.965454, -223.977432, 1, 0, 0, 0, 4.00
M, 106458333, 3, -211.842255, 810.045410, -161.422394, 1, 0, 0, 0, 4.00
M, 106458333, 4, -268.287140, 816.388428, -174.980606, 1, 0, 0, 0, 3.37
M, 106458333, 5, -176.442169, 810.675964, -162.375763, 1, 0, 0, 0, 4.00
M, 106458333, 6, -152.791931, 811.611206, -163.480682, 1, 0, 0, 0, 4.00
M, 106458333, 7, -130.008331, 811.078552, -167.782593, 1, 0, 0, 0, 4.00
M, 106459375, 0, -313.134491, 818.595032, -181.392563, 1, 0, 0, 0, 4.00
M, 106459375, 1, -240.816666, 809.922058, -165.885773, 1, 0, 0, 0, 3.72
M, 106459375, 2, -316.209869, 816.965271, -223.978653, 1, 0, 0, 0, 4.00
M, 106459375, 3, -211.844879, 810.045471, -161.423828, 1, 0, 0, 0, 4.00
M, 106459375, 4, -268.282776, 816.390137, -174.977921, 1, 0, 0, 0, 4.00
M, 106459375, 5, -176.454559, 810.661621, -162.377197, 1, 0, 0, 0, 3.34
M, 106459375, 6, -152.791611, 811.612671, -163.481232, 1, 0, 0, 0, 4.00
M, 106459375, 7, -130.008865, 811.078979, -167.783585, 1, 0, 0, 0, 4.00
M, 106460417, 0, -313.135162, 818.595032, -181.393219, 1, 0, 0, 0, 4.00
M, 106460417, 1, -240.820007, 809.920593, -165.887024, 1, 0, 0, 0, 4.00
M, 106460417, 2, -316.207367, 816.977112, -223.967743, 1, 0, 0, 0, 3.55
M, 106460417, 3, -211.847565, 810.045471, -161.425217, 1, 0, 0, 0, 4.00
M, 106460417, 4, -268.283325, 816.390137, -174.978012, 1, 0, 0, 0, 4.00
M, 106460417, 5, -176.451859, 810.666626, -162.377014, 1, 0, 0, 0, 4.00
M, 106460417, 6, -152.806305, 811.604004, -163.481705, 1, 0, 0, 0, 3.52
M, 106460417, 7, -130.009399, 811.079468, -167.784561, 1, 0, 0, 0, 4.00
M, 106461458, 0, -313.135803, 818.595032, -181.393875, 1, 0, 0, 0, 4.00
M, 106461458, 1, -240.820694, 809.921570, -165.887619, 1, 0, 0, 0, 4.00
M, 106461458, 2, -316.209381, 816.974731, -223.970963, 1, 0, 0, 0, 4.00
M, 106461458, 3, -211.841248, 810.049011, -161.425079, 1, 0, 0, 0, 3.79
M, 106461458, 4, -268.283783, 816.390015, -174.978119, 1, 0, 0, 0, 4.00
M, 106461458, 5, -176.452682, 810.667053, -162.377258, 1, 0, 0, 0, 4.00
M, 106461458, 6, -152.803406, 811.607361, -163.482239, 1, 0, 0, 0, 4.00
M, 106461458, 7, -130.015366, 811.078003, -167.781494, 1, 0, 0, 0, 3.07
M, 106462500, 0, -313.148560, 818.583130, -181.395370, 1, 0, 0, 0, 3.57
M, 106462500, 1, -240.821381, 809.922546, -165.888275, 1, 0, 0, 0, 4.00
M, 106462500, 2, -316.210327, 816.975769, -223.970901, 1, 0, 0, 0, 4.00
M, 106462500, 3, -211.845383, 810.048340, -161.426804, 1, 0, 0, 0, 4.00
M, 106462500, 4, -268.294952, 816.380676, -174.979431, 1, 0, 0, 0, 3.37
M, 106462500, 5, -176.453552, 810.667480, -162.377472, 1, 0, 0, 0, 4.00
M, 106462500, 6, -152.804688, 811.607849, -163.482773, 1, 0, 0, 0, 4.00
M, 106462500, 7, -130.015015, 811.078735, -167.783157, 1, 0, 0, 0, 4.00
M, 106463542, 0, -313.147186, 818.585144, -181.395905, 1, 0, 0, 0, 4.00
M, 106463542, 1, -240.824203, 809.918579, -165.880096, 1, 0, 0, 0, 3.72
M, 106463542, 2, -316.211304, 816.976990, -223.970779, 1, 0, 0, 0, 4.00
M, 106463542, 3, -211.847031, 810.048767, -161.428055, 1, 0, 0, 0, 4.00
M, 106463542, 4, -268.293701, 816.382202, -174.979324, 1, 0, 0, 0, 4.00
M, 106463542, 5, -176.462250, 810.663147, -162.382263, 1, 0, 0, 0, 3.34
M, 106463542, 6, -152.805939, 811.608276, -163.483276, 1, 0, 0, 0, 4.00
M, 106463542, 7, -130.016174, 811.078979, -167.783691, 1, 0, 0, 0, 4.00
M, 106464583, 0, -313.149170, 818.584045, -181.396622, 1, 0, 0, 0, 4.00
M, 106464583, 1, -240.824539, 809.920410, -165.882187, 1, 0, 0, 0, 4.00
M, 106464583, 2, -316.204803, 816.974487, -223.965363, 1, 0, 0, 0, 3.55
M, 106464583, 3, -211.848694, 810.049255, -161.429306, 1, 0, 0, 0, 4.00
M, 106464583, 4, -268.295410, 816.380981, -174.979523, 1, 0, 0, 0, 4.00
M, 106464583, 5, -176.461807, 810.664368, -162.381729, 1, 0, 0, 0, 4.00
M, 106464583, 6, -152.815002, 811.597900, -163.484421, 1, 0, 0, 0, 3.52
M, 106464583, 7, -130.017334, 811.079041, -167.784286, 1, 0, 0, 0, 4.00
M, 106465625, 0, -313.151123, 818.582703, -181.397400, 1, 0, 0, 0, 4.00
M, 106465625, 1, -240.825424, 809.920898, -165.881836, 1, 0, 0, 0, 4.00
M, 106465625, 2, -316.207001, 816.976196, -223.966202, 1, 0, 0, 0, 4.00
M, 106465625, 3, -211.835220, 810.047729, -161.418518, 1, 0, 0, 0, 3.79
M, 106465625, 4, -268.297089, 816.379944, -174.979767, 1, 0, 0, 0, 4.00
M, 106465625, 5, -176.463470, 810.664490, -162.382446, 1, 0, 0, 0, 4.00
M, 106465625, 6, -152.815002, 811.600098, -163.484863, 1, 0, 0, 0, 4.00
M, 106465625, 7, -130.015060, 811.075806, -167.782623, 1, 0, 0, 0, 3.07
M, 106466667, 0, -313.138184, 818.590759, -181.381363, 1, 0, 0, 0, 3.57
M, 106466667, 1, -240.826294, 809.921387, -165.881470, 1, 0, 0, 0, 4.00
M, 106466667, 2, -316.207123, 816.976929, -223.965546, 1, 0, 0, 0, 4.00
M, 106466667, 3, -211.839401, 810.048584, -161.421768, 1, 0, 0, 0, 4.00
M, 106466667, 4, -268.274323, 816.392639, -174.961639, 1, 0, 0, 0, 3.37
M, 106466667, 5, -176.465179, 810.664429, -162.383163, 1, 0, 0, 0, 4.00
M, 106466667, 6, -152.817184, 811.599182, -163.485489, 1, 0, 0, 0, 4.00
M, 106466667, 7, -130.016769, 811.076599, -167.783524, 1, 0, 0, 0, 4.00
M, 106467708, 0, -313.142670, 818.587830, -181.384903, 1, 0, 0, 0, 4.00
M, 106467708, 1, -240.819534, 809.910461, -165.866867, 1, 0, 0, 0, 3.72
M, 106467708, 2, -316.207245, 816.977600, -223.964890, 1, 0, 0, 0, 4.00
M, 106467708, 3, -211.839401, 810.048828, -161.421677, 1, 0, 0, 0, 4.00
M, 106467708, 4, -268.280029, 816.389404, -174.964920, 1, 0, 0, 0, 4.00
M, 106467708, 5, -176.443649, 810.670898, -162.370010, 1, 0, 0, 0, 3.34
M, 106467708, 6, -152.819321, 811.598511, -163.486084, 1, 0, 0, 0, 4.00
M, 106467708, 7, -130.017487, 811.076477, -167.783813, 1, 0, 0, 0, 4.00
M, 106468750, 0, -313.143036, 818.587524, -181.383865, 1, 0, 0, 0, 4.00
M, 106468750, 1, -240.821671, 809.912903, -165.868896, 1, 0, 0, 0, 4.00
M, 106468750, 2, -316.182434, 816.978210, -223.958710, 1, 0, 0, 0, 3.55
M, 106468750, 3, -211.839401, 810.049072, -161.421585, 1, 0, 0, 0, 4.00
M, 106468750, 4, -268.279022, 816.389893, -174.963104, 1, 0, 0, 0, 4.00
M, 106468750, 5, -176.449173, 810.669861, -162.373032, 1, 0, 0, 0, 4.00
M, 106468750, 6, -152.800613, 811.605286, -163.475418, 1, 0, 0, 0, 3.52
M, 106468750, 7, -130.018250, 811.076355, -167.784088, 1, 0, 0, 0, 4.00
M, 106469792, 0, -313.143433, 818.587280, -181.382828, 1, 0, 0, 0, 4.00
M, 106469792, 1, -240.821701, 809.912109, -165.866989, 1, 0, 0, 0, 4.00
M, 106469792, 2, -316.186737, 816.979004, -223.958984, 1, 0, 0, 0, 4.00
M, 106469792, 3, -211.841415, 810.036316, -161.417389, 1, 0, 0, 0, 3.96
M, 106469792, 4, -268.278076, 816.390381, -174.961349, 1, 0, 0, 0, 4.00
M, 106469792, 5, -176.448364, 810.670471, -162.372253, 1, 0, 0, 0, 4.00
M, 106469792, 6, -152.806183, 811.603333, -163.477921, 1, 0, 0, 0, 4.00
M, 106469792, 7, -130.004547, 811.068604, -167.774460, 1, 0, 0, 0, 3.07
M, 106470833, 0, -313.139801, 818.587708, -181.386307, 1, 0, 0, 0, 3.57
M, 106470833, 1, -240.821793, 809.911316, -165.865082, 1, 0, 0, 0, 4.00
M, 106470833, 2, -316.184113, 816.979675, -223.957672, 1, 0, 0, 0, 4.00
M, 106470833, 3, -211.841064, 810.038696, -161.417984, 1, 0, 0, 0, 4.00
M, 106470833, 4, -268.283966, 816.394409, -174.976044, 1, 0, 0, 0, 3.37
M, 106470833, 5, -176.447525, 810.671143, -162.371445, 1, 0, 0, 0, 4.00
M, 106470833, 6, -152.806030, 811.603455, -163.477264, 1, 0, 0, 0, 4.00
M, 106470833, 7, -130.007706, 811.069702, -167.776428, 1, 0, 0, 0, 4.00
M, 106471875, 0, -313.140808, 818.587463, -181.384460, 1, 0, 0, 0, 4.00
M, 106471875, 1, -240.826172, 809.905273, -165.876236, 1, 0, 0, 0, 3.72
M, 106471875, 2, -316.181610, 816.980225, -223.956451, 1, 0, 0, 0, 4.00
M, 106471875, 3, -211.841278, 810.037415, -161.417450, 1, 0, 0, 0, 4.00
M, 106471875, 4, -268.281830, 816.394165, -174.971573, 1, 0, 0, 0, 4.00
M, 106471875, 5, -176.457123, 810.649109, -162.367310, 1, 0, 0, 0, 3.34
M, 106471875, 6, -152.805878, 811.603577, -163.476639, 1, 0, 0, 0, 4.00
M, 106471875, 7, -130.006927, 811.068604, -167.775589, 1, 0, 0, 0, 4.00
M, 106472917, 0, -313.140686, 818.587402, -181.383865, 1, 0, 0, 0, 4.00
M, 106472917, 1, -240.825546, 809.905396, -165.872177, 1, 0, 0, 0, 4.00
M, 106472917, 2, -316.200317, 816.973999, -223.968399, 1, 0, 0, 0, 3.55
M, 106472917, 3, -211.841415, 810.036377, -161.416901, 1, 0, 0, 0, 4.00
M, 106472917, 4, -268.281647, 816.395020, -174.971603, 1, 0, 0, 0, 4.00
M, 106472917, 5, -176.454559, 810.653564, -162.367065, 1, 0, 0, 0, 4.00
M, 106472917, 6, -152.789078, 811.609253, -163.470230, 1, 0, 0, 0, 3.52
M, 106472917, 7, -130.006073, 811.067566, -167.774811, 1, 0, 0, 0, 4.00
M, 106473958, 0, -313.140594, 818.587280, -181.383270, 1, 0, 0, 0, 4.00
M, 106473958, 1, -240.826050, 809.904053, -165.871643, 1, 0, 0, 0, 4.00
M, 106473958, 2, -316.194244, 816.975708, -223.964981, 1, 0, 0, 0, 4.00
M, 106473958, 3, -211.830215, 810.047913, -161.417389, 1, 0, 0, 0, 3.79
M, 106473958, 4, -268.281403, 816.395874, -174.971603, 1, 0, 0, 0, 4.00
M, 106473958, 5, -176.454895, 810.651794, -162.365875, 1, 0, 0, 0, 4.00
M, 106473958, 6, -152.791702, 811.608337, -163.470581, 1, 0, 0, 0, 4.00
M, 106473958, 7, -130.009552, 811.063110, -167.772369, 1, 0, 0, 0, 3.07
M, 106475000, 0, -313.133423, 818.582825, -181.388748, 1, 0, 0, 0, 3.57
M, 106475000, 1, -240.826569, 809.902771, -165.871170, 1, 0, 0, 0, 4.00
M, 106475000, 2, -316.194000, 816.975647, -223.965149, 1, 0, 0, 0, 4.00
M, 106475000, 3, -211.832306, 810.044617, -161.416672, 1, 0, 0, 0, 4.00
M, 106475000, 4, -268.261505, 816.405212, -174.967957, 1, 0, 0, 0, 3.37
M, 106475000, 5, -176.455154, 810.650085, -162.364746, 1, 0, 0, 0, 4.00
M, 106475000, 6, -152.789734, 811.609009, -163.469299, 1, 0, 0, 0, 4.00
M, 106475000, 7, -130.008041, 811.062744, -167.771866, 1, 0, 0, 0, 4.00
M, 106476042, 0, -313.134491, 818.583435, -181.387146, 1, 0, 0, 0, 4.00
M, 106476042, 1, -240.806290, 809.916199, -165.864365, 1, 0, 0, 0, 3.72
M, 106476042, 2, -316.193726, 816.975586, -223.965363, 1, 0, 0, 0, 4.00
M, 106476042, 3, -211.831284, 810.044800, -161.416260, 1, 0, 0, 0, 4.00
M, 106476042, 4, -268.264496, 816.404602, -174.968613, 1, 0, 0, 0, 4.00
M, 106476042, 5, -176.444275, 810.652954, -162.356583, 1, 0, 0, 0, 3.34
M, 106476042, 6, -152.787827, 811.609558, -163.468079, 1, 0, 0, 0, 4.00
M, 106476042, 7, -130.007675, 811.061340, -167.770905, 1, 0, 0, 0, 4.00
M, 106477083, 0, -313.133667, 818.582642, -181.387207, 1, 0, 0, 0, 4.00
M, 106477083, 1, -240.810257, 809.912292, -165.864960, 1, 0, 0, 0, 4.00
M, 106477083, 2, -316.177917, 816.985596, -223.949921, 1, 0, 0, 0, 3.55
M, 106477083, 3, -211.830276, 810.044922, -161.415863, 1, 0, 0, 0, 4.00
M, 106477083, 4, -268.262115, 816.406372, -174.968201, 1, 0, 0, 0, 4.00
M, 106477083, 5, -176.446396, 810.650513, -162.356522, 1, 0, 0, 0, 4.00
M, 106477083, 6, -152.790512, 811.612610, -163.459381, 1, 0, 0, 0, 3.52
M, 106477083, 7, -130.007324, 811.059937, -167.769928, 1, 0, 0, 0, 4.00
M, 106478125, 0, -313.132843, 818.582031, -181.387329, 1, 0, 0, 0, 4.00
M, 106478125, 1, -240.808563, 809.912537, -165.863831, 1, 0, 0, 0, 4.00
M, 106478125, 2, -316.180298, 816.983826, -223.952667, 1, 0, 0, 0, 4.00
M, 106478125, 3, -211.830124, 810.042358, -161.407944, 1, 0, 0, 0, 3.79
M, 106478125, 4, -268.259644, 816.408203, -174.967819, 1, 0, 0, 0, 4.00
M, 106478125, 5, -176.445480, 810.649353, -162.354614, 1, 0, 0, 0, 4.00
M, 106478125, 6, -152.787796, 811.612915, -163.459351, 1, 0, 0, 0, 4.00
M, 106478125, 7, -129.998886, 811.077148, -167.766586, 1, 0, 0, 0, 3.07
M, 106479167, 0, -313.133240, 818.587524, -181.382324, 1, 0, 0, 0, 3.57
M, 106479167, 1, -240.806839, 809.912659, -165.862640, 1, 0, 0, 0, 4.00
M, 106479167, 2, -316.178284, 816.984863, -223.951172, 1, 0, 0, 0, 4.00
M, 106479167, 3, -211.828995, 810.043030, -161.408798, 1, 0, 0, 0, 4.00
M, 106479167, 4, -268.263367, 816.398499, -174.960449, 1, 0, 0, 0, 3.37
M, 106479167, 5, -176.444550, 810.648071, -162.352646, 1, 0, 0, 0, 4.00
M, 106479167, 6, -152.786301, 811.613892, -163.457230, 1, 0, 0, 0, 4.00
M, 106479167, 7, -129.999893, 811.072571, -167.766022, 1, 0, 0, 0, 4.00
M, 106480208, 0, -313.132233, 818.585754, -181.383270, 1, 0, 0, 0, 4.00
M, 106480208, 1, -240.812042, 809.906555, -165.872467, 1, 0, 0, 0, 3.72
M, 106480208, 2, -316.176361, 816.985901, -223.949661, 1, 0, 0, 0, 4.00
M, 106480208, 3, -211.828003, 810.042969, -161.407547, 1, 0, 0, 0, 4.00
M, 106480208, 4, -268.259949, 816.402161, -174.961227, 1, 0, 0, 0, 4.00
M, 106480208, 5, -176.442703, 810.657227, -162.365540, 1, 0, 0, 0, 3.34
M, 106480208, 6, -152.784897, 811.614746, -163.455215, 1, 0, 0, 0, 4.00
M, 106480208, 7, -129.998703, 811.073181, -167.764801, 1, 0, 0, 0, 4.00
M, 106481250, 0, -313.131592, 818.585754, -181.382797, 1, 0, 0, 0, 4.00
M, 106481250, 1, -240.809158, 809.907837, -165.869522, 1, 0, 0, 0, 4.00
M, 106481250, 2, -316.188538, 816.960571, -223.961899, 1, 0, 0, 0, 3.55
M, 106481250, 3, -211.827118, 810.042908, -161.406357, 1, 0, 0, 0, 4.00
M, 106481250, 4, -268.258240, 816.402649, -174.960098, 1, 0, 0, 0, 4.00
M, 106481250, 5, -176.441925, 810.654297, -162.361160, 1, 0, 0, 0, 4.00
M, 106481250, 6, -152.790390, 811.606323, -163.466354, 1, 0, 0, 0, 3.52
M, 106481250, 7, -129.997452, 811.073730, -167.763611, 1, 0, 0, 0, 4.00
M, 106482292, 0, -313.130920, 818.585754, -181.382370, 1, 0, 0, 0, 4.00
M, 106482292, 1, -240.808197, 809.907471, -165.869553, 1, 0, 0, 0, 4.00
M, 106482292, 2, -316.184296, 816.965881, -223.958145, 1, 0, 0, 0, 4.00
